Date,Sunrise,Sunset
1/28/2019,07:09:38,17:07:41
1/29/2019,07:08:47,17:08:55
1/30/2019,07:07:53,17:10:09
1/31/2019,07:06:58,17:11:23
2/1/2019,07:06:01,17:12:38
2/2/2019,07:05:02,17:13:52
2/3/2019,07:04:02,17:15:06
2/4/2019,07:03:00,17:16:20
2/5/2019,07:01:57,17:17:35
2/6/2019,07:00:52,17:18:49
2/7/2019,06:59:45,17:20:03
2/8/2019,06:58:37,17:21:17
2/9/2019,06:57:27,17:22:31
2/10/2019,06:56:16,17:23:44
2/11/2019,06:55:04,17:24:58
2/12/2019,06:53:50,17:26:11
2/13/2019,06:52:35,17:27:24
2/14/2019,06:51:18,17:28:37
2/15/2019,06:50:01,17:29:50
2/16/2019,06:48:42,17:31:02
2/17/2019,06:47:22,17:32:14
2/18/2019,06:46:01,17:33:26
2/19/2019,06:44:39,17:34:37
2/20/2019,06:43:15,17:35:49
2/21/2019,06:41:51,17:36:59
2/22/2019,06:40:26,17:38:10
2/23/2019,06:38:59,17:39:20
2/24/2019,06:37:32,17:40:30
2/25/2019,06:36:04,17:41:40
2/26/2019,06:34:35,17:42:49
2/27/2019,06:33:05,17:43:58
2/28/2019,06:31:35,17:45:07
3/1/2019,06:30:03,17:46:16
3/2/2019,06:28:31,17:47:24
3/3/2019,06:26:59,17:48:32
3/4/2019,06:25:25,17:49:39
3/5/2019,06:23:51,17:50:47
3/6/2019,06:22:17,17:51:54
3/7/2019,06:20:42,17:53:00
3/8/2019,06:19:06,17:54:07
3/9/2019,06:17:30,17:55:13
3/10/2019,06:15:54,17:56:19
3/11/2019,06:14:17,17:57:25
3/12/2019,06:12:39,17:58:30
3/13/2019,06:11:02,17:59:36
3/14/2019,06:09:24,18:00:41
3/15/2019,06:07:45,18:01:46
3/16/2019,06:06:07,18:02:50
3/17/2019,06:04:28,18:03:55
3/18/2019,06:02:49,18:04:59
3/19/2019,06:01:10,18:06:04
3/20/2019,05:59:31,18:07:08
3/21/2019,05:57:51,18:08:11
3/22/2019,05:56:12,18:09:15
3/23/2019,05:54:32,18:10:19
3/24/2019,05:52:53,18:11:22
3/25/2019,05:51:13,18:12:26
3/26/2019,05:49:34,18:13:29
3/27/2019,05:47:54,18:14:32
3/28/2019,05:46:15,18:15:36
3/29/2019,05:44:36,18:16:39
3/30/2019,05:42:57,18:17:42
3/31/2019,05:41:18,18:18:45
4/1/2019,05:39:40,18:19:48
4/2/2019,05:38:01,18:20:51
4/3/2019,05:36:23,18:21:54
4/4/2019,05:34:46,18:22:57
4/5/2019,05:33:08,18:23:59
4/6/2019,05:31:31,18:25:02
4/7/2019,05:29:55,18:26:05
4/8/2019,05:28:19,18:27:08
4/9/2019,05:26:43,18:28:11
4/10/2019,05:25:08,18:29:14
4/11/2019,05:23:33,18:30:17
4/12/2019,05:21:59,18:31:20
4/13/2019,05:20:26,18:32:23
4/14/2019,05:18:53,18:33:26
4/15/2019,05:17:21,18:34:29
4/16/2019,05:15:49,18:35:32
4/17/2019,05:14:18,18:36:35
4/18/2019,05:12:48,18:37:38
4/19/2019,05:11:19,18:38:41
4/20/2019,05:09:50,18:39:44
4/21/2019,05:08:23,18:40:47
4/22/2019,05:06:56,18:41:50
4/23/2019,05:05:30,18:42:53
4/24/2019,05:04:05,18:43:56
4/25/2019,05:02:41,18:44:59
4/26/2019,05:01:18,18:46:02
4/27/2019,04:59:56,18:47:05
4/28/2019,04:58:35,18:48:08
4/29/2019,04:57:16,18:49:10
4/30/2019,04:55:57,18:50:13
5/1/2019,04:54:39,18:51:16
5/2/2019,04:53:23,18:52:18
5/3/2019,04:52:08,18:53:20
5/4/2019,04:50:54,18:54:22
5/5/2019,04:49:41,18:55:24
5/6/2019,04:48:30,18:56:26
5/7/2019,04:47:20,18:57:27
5/8/2019,04:46:12,18:58:28
5/9/2019,04:45:04,18:59:29
5/10/2019,04:43:59,19:00:29
5/11/2019,04:42:55,19:01:30
5/12/2019,04:41:52,19:02:29
5/13/2019,04:40:51,19:03:29
5/14/2019,04:39:51,19:04:28
5/15/2019,04:38:53,19:05:26
5/16/2019,04:37:56,19:06:24
5/17/2019,04:37:02,19:07:22
5/18/2019,04:36:08,19:08:18
5/19/2019,04:35:17,19:09:15
5/20/2019,04:34:27,19:10:10
5/21/2019,04:33:39,19:11:05
5/22/2019,04:32:53,19:11:59
5/23/2019,04:32:09,19:12:53
5/24/2019,04:31:26,19:13:45
5/25/2019,04:30:45,19:14:37
5/26/2019,04:30:06,19:15:28
5/27/2019,04:29:29,19:16:18
5/28/2019,04:28:54,19:17:06
5/29/2019,04:28:21,19:17:54
5/30/2019,04:27:49,19:18:41
5/31/2019,04:27:20,19:19:27
6/1/2019,04:26:52,19:20:11
6/2/2019,04:26:27,19:20:55
6/3/2019,04:26:03,19:21:37
6/4/2019,04:25:42,19:22:18
6/5/2019,04:25:22,19:22:57
6/6/2019,04:25:05,19:23:36
6/7/2019,04:24:49,19:24:12
6/8/2019,04:24:35,19:24:48
6/9/2019,04:24:24,19:25:21
6/10/2019,04:24:14,19:25:54
6/11/2019,04:24:06,19:26:25
6/12/2019,04:24:01,19:26:54
6/13/2019,04:23:57,19:27:21
6/14/2019,04:23:55,19:27:47
6/15/2019,04:23:56,19:28:11
6/16/2019,04:23:58,19:28:34
6/17/2019,04:24:02,19:28:54
6/18/2019,04:24:08,19:29:13
6/19/2019,04:24:16,19:29:30
6/20/2019,04:24:26,19:29:45
6/21/2019,04:24:37,19:29:59
6/22/2019,04:24:51,19:30:10
6/23/2019,04:25:06,19:30:20
6/24/2019,04:25:23,19:30:27
6/25/2019,04:25:42,19:30:33
6/26/2019,04:26:02,19:30:37
6/27/2019,04:26:25,19:30:38
6/28/2019,04:26:48,19:30:38
6/29/2019,04:27:14,19:30:36
6/30/2019,04:27:41,19:30:31
7/1/2019,04:28:10,19:30:25
7/2/2019,04:28:40,19:30:16
7/3/2019,04:29:12,19:30:06
7/4/2019,04:29:45,19:29:53
7/5/2019,04:30:19,19:29:39
7/6/2019,04:30:55,19:29:22
7/7/2019,04:31:32,19:29:04
7/8/2019,04:32:11,19:28:43
7/9/2019,04:32:50,19:28:21
7/10/2019,04:33:31,19:27:56
7/11/2019,04:34:13,19:27:29
7/12/2019,04:34:57,19:27:01
7/13/2019,04:35:41,19:26:30
7/14/2019,04:36:26,19:25:57
7/15/2019,04:37:12,19:25:23
7/16/2019,04:37:59,19:24:47
7/17/2019,04:38:48,19:24:08
7/18/2019,04:39:37,19:23:28
7/19/2019,04:40:26,19:22:46
7/20/2019,04:41:17,19:22:02
7/21/2019,04:42:08,19:21:16
7/22/2019,04:43:00,19:20:28
7/23/2019,04:43:53,19:19:39
7/24/2019,04:44:46,19:18:48
7/25/2019,04:45:40,19:17:55
7/26/2019,04:46:34,19:17:00
7/27/2019,04:47:29,19:16:04
7/28/2019,04:48:24,19:15:06
7/29/2019,04:49:20,19:14:07
7/30/2019,04:50:16,19:13:05
7/31/2019,04:51:13,19:12:03
8/1/2019,04:52:10,19:10:58
8/2/2019,04:53:07,19:09:53
8/3/2019,04:54:04,19:08:45
8/4/2019,04:55:02,19:07:37
8/5/2019,04:56:00,19:06:27
8/6/2019,04:56:58,19:05:15
8/7/2019,04:57:56,19:04:02
8/8/2019,04:58:55,19:02:48
8/9/2019,04:59:54,19:01:33
8/10/2019,05:00:52,19:00:16
8/11/2019,05:01:51,18:58:58
8/12/2019,05:02:50,18:57:39
8/13/2019,05:03:49,18:56:19
8/14/2019,05:04:48,18:54:57
8/15/2019,05:05:47,18:53:35
8/16/2019,05:06:47,18:52:11
8/17/2019,05:07:46,18:50:46
8/18/2019,05:08:45,18:49:21
8/19/2019,05:09:44,18:47:54
8/20/2019,05:10:43,18:46:27
8/21/2019,05:11:42,18:44:58
8/22/2019,05:12:42,18:43:29
8/23/2019,05:13:41,18:41:59
8/24/2019,05:14:40,18:40:28
8/25/2019,05:15:39,18:38:56
8/26/2019,05:16:38,18:37:23
8/27/2019,05:17:37,18:35:50
8/28/2019,05:18:35,18:34:16
8/29/2019,05:19:34,18:32:42
8/30/2019,05:20:33,18:31:07
8/31/2019,05:21:32,18:29:31
9/1/2019,05:22:30,18:27:54
9/2/2019,05:23:29,18:26:17
9/3/2019,05:24:28,18:24:40
9/4/2019,05:25:26,18:23:02
9/5/2019,05:26:25,18:21:24
9/6/2019,05:27:23,18:19:45
9/7/2019,05:28:22,18:18:06
9/8/2019,05:29:20,18:16:26
9/9/2019,05:30:19,18:14:47
9/10/2019,05:31:17,18:13:06
9/11/2019,05:32:16,18:11:26
9/12/2019,05:33:14,18:09:45
9/13/2019,05:34:13,18:08:04
9/14/2019,05:35:11,18:06:23
9/15/2019,05:36:10,18:04:42
9/16/2019,05:37:09,18:03:01
9/17/2019,05:38:07,18:01:19
9/18/2019,05:39:06,17:59:38
9/19/2019,05:40:05,17:57:56
9/20/2019,05:41:04,17:56:15
9/21/2019,05:42:03,17:54:33
9/22/2019,05:43:02,17:52:52
9/23/2019,05:44:02,17:51:10
9/24/2019,05:45:01,17:49:29
9/25/2019,05:46:01,17:47:48
9/26/2019,05:47:01,17:46:06
9/27/2019,05:48:01,17:44:26
9/28/2019,05:49:01,17:42:45
9/29/2019,05:50:01,17:41:05
9/30/2019,05:51:02,17:39:25
10/1/2019,05:52:02,17:37:45
10/2/2019,05:53:03,17:36:05
10/3/2019,05:54:05,17:34:26
10/4/2019,05:55:06,17:32:48
10/5/2019,05:56:08,17:31:10
10/6/2019,05:57:10,17:29:32
10/7/2019,05:58:12,17:27:55
10/8/2019,05:59:15,17:26:18
10/9/2019,06:00:17,17:24:42
10/10/2019,06:01:21,17:23:06
10/11/2019,06:02:24,17:21:31
10/12/2019,06:03:28,17:19:57
10/13/2019,06:04:32,17:18:24
10/14/2019,06:05:36,17:16:51
10/15/2019,06:06:41,17:15:19
10/16/2019,06:07:46,17:13:48
10/17/2019,06:08:51,17:12:17
10/18/2019,06:09:57,17:10:48
10/19/2019,06:11:03,17:09:19
10/20/2019,06:12:09,17:07:52
10/21/2019,06:13:16,17:06:25
10/22/2019,06:14:23,17:04:59
10/23/2019,06:15:30,17:03:35
10/24/2019,06:16:38,17:02:11
10/25/2019,06:17:46,17:00:49
10/26/2019,06:18:54,16:59:28
10/27/2019,06:20:02,16:58:08
10/28/2019,06:21:11,16:56:49
10/29/2019,06:22:20,16:55:31
10/30/2019,06:23:30,16:54:15
10/31/2019,06:24:39,16:53:00
11/1/2019,06:25:49,16:51:47
11/2/2019,06:26:59,16:50:35
11/3/2019,06:28:10,16:49:24
11/4/2019,06:29:20,16:48:15
11/5/2019,06:30:31,16:47:07
11/6/2019,06:31:42,16:46:01
11/7/2019,06:32:53,16:44:57
11/8/2019,06:34:04,16:43:54
11/9/2019,06:35:15,16:42:52
11/10/2019,06:36:26,16:41:53
11/11/2019,06:37:37,16:40:55
11/12/2019,06:38:48,16:39:59
11/13/2019,06:39:59,16:39:05
11/14/2019,06:41:10,16:38:13
11/15/2019,06:42:21,16:37:22
11/16/2019,06:43:31,16:36:33
11/17/2019,06:44:42,16:35:47
11/18/2019,06:45:52,16:35:02
11/19/2019,06:47:01,16:34:19
11/20/2019,06:48:11,16:33:38
11/21/2019,06:49:20,16:33:00
11/22/2019,06:50:28,16:32:23
11/23/2019,06:51:36,16:31:49
11/24/2019,06:52:44,16:31:16
11/25/2019,06:53:51,16:30:46
11/26/2019,06:54:57,16:30:18
11/27/2019,06:56:03,16:29:52
11/28/2019,06:57:07,16:29:28
11/29/2019,06:58:11,16:29:07
11/30/2019,06:59:14,16:28:48
12/1/2019,07:00:16,16:28:31
12/2/2019,07:01:17,16:28:16
12/3/2019,07:02:17,16:28:03
12/4/2019,07:03:16,16:27:53
12/5/2019,07:04:14,16:27:45
12/6/2019,07:05:11,16:27:40
12/7/2019,07:06:06,16:27:37
12/8/2019,07:07:00,16:27:36
12/9/2019,07:07:53,16:27:37
12/10/2019,07:08:44,16:27:41
12/11/2019,07:09:33,16:27:47
12/12/2019,07:10:22,16:27:55
12/13/2019,07:11:08,16:28:05
12/14/2019,07:11:53,16:28:18
12/15/2019,07:12:36,16:28:33
12/16/2019,07:13:18,16:28:50
12/17/2019,07:13:57,16:29:10
12/18/2019,07:14:35,16:29:32
12/19/2019,07:15:11,16:29:55
12/20/2019,07:15:45,16:30:21
12/21/2019,07:16:17,16:30:50
12/22/2019,07:16:47,16:31:20
12/23/2019,07:17:15,16:31:52
12/24/2019,07:17:41,16:32:26
12/25/2019,07:18:05,16:33:03
12/26/2019,07:18:27,16:33:41
12/27/2019,07:18:46,16:34:21
12/28/2019,07:19:04,16:35:03
12/29/2019,07:19:19,16:35:47
12/30/2019,07:19:32,16:36:32
12/31/2019,07:19:43,16:37:19
1/1/2020,07:19:52,16:38:08
1/2/2020,07:19:58,16:38:59
1/3/2020,07:20:03,16:39:51
1/4/2020,07:20:04,16:40:45
1/5/2020,07:20:04,16:41:40
1/6/2020,07:20:02,16:42:36
1/7/2020,07:19:57,16:43:34
1/8/2020,07:19:49,16:44:33
1/9/2020,07:19:40,16:45:34
1/10/2020,07:19:28,16:46:35
1/11/2020,07:19:15,16:47:38
1/12/2020,07:18:58,16:48:42
1/13/2020,07:18:40,16:49:47
1/14/2020,07:18:19,16:50:52
1/15/2020,07:17:57,16:51:59
1/16/2020,07:17:32,16:53:06
1/17/2020,07:17:05,16:54:15
1/18/2020,07:16:35,16:55:24
1/19/2020,07:16:04,16:56:33
1/20/2020,07:15:31,16:57:44
1/21/2020,07:14:55,16:58:55
1/22/2020,07:14:17,17:00:06
1/23/2020,07:13:38,17:01:18
1/24/2020,07:12:56,17:02:30
1/25/2020,07:12:13,17:03:43
1/26/2020,07:11:27,17:04:56
1/27/2020,07:10:40,17:06:10
1/28/2020,07:09:50,17:07:23
1/29/2020,07:08:59,17:08:37
1/30/2020,07:08:06,17:09:51
1/31/2020,07:07:12,17:11:05
2/1/2020,07:06:15,17:12:19
2/2/2020,07:05:17,17:13:34
2/3/2020,07:04:17,17:14:48
2/4/2020,07:03:15,17:16:02
2/5/2020,07:02:12,17:17:16
2/6/2020,07:01:08,17:18:31
2/7/2020,07:00:01,17:19:45
2/8/2020,06:58:53,17:20:59
2/9/2020,06:57:44,17:22:13
2/10/2020,06:56:34,17:23:26
2/11/2020,06:55:21,17:24:40
2/12/2020,06:54:08,17:25:53
2/13/2020,06:52:53,17:27:06
2/14/2020,06:51:37,17:28:19
2/15/2020,06:50:20,17:29:32
2/16/2020,06:49:01,17:30:44
2/17/2020,06:47:42,17:31:56
2/18/2020,06:46:21,17:33:08
2/19/2020,06:44:59,17:34:20
2/20/2020,06:43:36,17:35:31
2/21/2020,06:42:12,17:36:42
2/22/2020,06:40:46,17:37:53
2/23/2020,06:39:20,17:39:03
2/24/2020,06:37:53,17:40:13
2/25/2020,06:36:25,17:41:23
2/26/2020,06:34:57,17:42:32
2/27/2020,06:33:27,17:43:42
2/28/2020,06:31:57,17:44:50
2/29/2020,06:30:26,17:45:59
3/1/2020,06:28:54,17:47:07
3/2/2020,06:27:21,17:48:15
3/3/2020,06:25:48,17:49:23
3/4/2020,06:24:14,17:50:30
3/5/2020,06:22:40,17:51:37
3/6/2020,06:21:05,17:52:44
3/7/2020,06:19:29,17:53:51
3/8/2020,06:17:53,17:54:57
3/9/2020,06:16:17,17:56:03
3/10/2020,06:14:40,17:57:09
3/11/2020,06:13:03,17:58:15
3/12/2020,06:11:25,17:59:20
3/13/2020,06:09:47,18:00:25
3/14/2020,06:08:09,18:01:30
3/15/2020,06:06:31,18:02:35
3/16/2020,06:04:52,18:03:39
3/17/2020,06:03:13,18:04:44
3/18/2020,06:01:34,18:05:48
3/19/2020,05:59:55,18:06:52
3/20/2020,05:58:15,18:07:56
3/21/2020,05:56:36,18:09:00
3/22/2020,05:54:56,18:10:03
3/23/2020,05:53:17,18:11:07
3/24/2020,05:51:37,18:12:10
3/25/2020,05:49:58,18:13:14
3/26/2020,05:48:18,18:14:17
3/27/2020,05:46:39,18:15:20
3/28/2020,05:45:00,18:16:23
3/29/2020,05:43:21,18:17:26
3/30/2020,05:41:42,18:18:30
3/31/2020,05:40:04,18:19:33
4/1/2020,05:38:25,18:20:35
4/2/2020,05:36:47,18:21:38
4/3/2020,05:35:09,18:22:41
4/4/2020,05:33:32,18:23:44
4/5/2020,05:31:55,18:24:47
4/6/2020,05:30:18,18:25:50
4/7/2020,05:28:42,18:26:53
4/8/2020,05:27:06,18:27:56
4/9/2020,05:25:31,18:28:59
4/10/2020,05:23:56,18:30:02
4/11/2020,05:22:22,18:31:05
4/12/2020,05:20:48,18:32:08
4/13/2020,05:19:15,18:33:11
4/14/2020,05:17:43,18:34:14
4/15/2020,05:16:11,18:35:17
4/16/2020,05:14:40,18:36:20
4/17/2020,05:13:10,18:37:23
4/18/2020,05:11:40,18:38:26
4/19/2020,05:10:12,18:39:29
4/20/2020,05:08:44,18:40:32
4/21/2020,05:07:17,18:41:35
4/22/2020,05:05:51,18:42:38
4/23/2020,05:04:26,18:43:41
4/24/2020,05:03:01,18:44:44
4/25/2020,05:01:38,18:45:47
4/26/2020,05:00:16,18:46:50
4/27/2020,04:58:55,18:47:53
4/28/2020,04:57:35,18:48:55
4/29/2020,04:56:16,18:49:58
4/30/2020,04:54:58,18:51:00
5/1/2020,04:53:41,18:52:03
5/2/2020,04:52:26,18:53:05
5/3/2020,04:51:12,18:54:07
5/4/2020,04:49:59,18:55:09
5/5/2020,04:48:47,18:56:11
5/6/2020,04:47:37,18:57:12
5/7/2020,04:46:28,18:58:13
5/8/2020,04:45:21,18:59:14
5/9/2020,04:44:14,19:00:15
5/10/2020,04:43:10,19:01:15
5/11/2020,04:42:07,19:02:15
5/12/2020,04:41:05,19:03:15
5/13/2020,04:40:05,19:04:14
5/14/2020,04:39:07,19:05:12
5/15/2020,04:38:10,19:06:10
5/16/2020,04:37:15,19:07:08
5/17/2020,04:36:21,19:08:05
5/18/2020,04:35:29,19:09:01
5/19/2020,04:34:39,19:09:57
5/20/2020,04:33:51,19:10:52
5/21/2020,04:33:04,19:11:46
5/22/2020,04:32:19,19:12:40
5/23/2020,04:31:36,19:13:33
5/24/2020,04:30:55,19:14:25
5/25/2020,04:30:15,19:15:16
5/26/2020,04:29:38,19:16:06
5/27/2020,04:29:02,19:16:55
5/28/2020,04:28:28,19:17:43
5/29/2020,04:27:57,19:18:30
5/30/2020,04:27:27,19:19:16
5/31/2020,04:26:59,19:20:01
6/1/2020,04:26:33,19:20:45
6/2/2020,04:26:09,19:21:27
6/3/2020,04:25:47,19:22:08
6/4/2020,04:25:27,19:22:48
6/5/2020,04:25:09,19:23:27
6/6/2020,04:24:53,19:24:04
6/7/2020,04:24:38,19:24:40
6/8/2020,04:24:26,19:25:14
6/9/2020,04:24:16,19:25:46
6/10/2020,04:24:08,19:26:18
6/11/2020,04:24:02,19:26:47
6/12/2020,04:23:58,19:27:15
6/13/2020,04:23:56,19:27:41
6/14/2020,04:23:55,19:28:06
6/15/2020,04:23:57,19:28:29
6/16/2020,04:24:01,19:28:50
6/17/2020,04:24:06,19:29:09
6/18/2020,04:24:14,19:29:27
6/19/2020,04:24:23,19:29:42
6/20/2020,04:24:34,19:29:56
6/21/2020,04:24:47,19:30:08
6/22/2020,04:25:02,19:30:18
6/23/2020,04:25:19,19:30:26
6/24/2020,04:25:37,19:30:32
6/25/2020,04:25:57,19:30:36
6/26/2020,04:26:19,19:30:38
6/27/2020,04:26:42,19:30:38
6/28/2020,04:27:08,19:30:37
6/29/2020,04:27:34,19:30:33
6/30/2020,04:28:03,19:30:27
7/1/2020,04:28:32,19:30:19
7/2/2020,04:29:04,19:30:09
7/3/2020,04:29:37,19:29:57
7/4/2020,04:30:11,19:29:43
7/5/2020,04:30:46,19:29:27
7/6/2020,04:31:23,19:29:09
7/7/2020,04:32:01,19:28:49
7/8/2020,04:32:41,19:28:27
7/9/2020,04:33:21,19:28:02
7/10/2020,04:34:03,19:27:36
7/11/2020,04:34:46,19:27:08
7/12/2020,04:35:30,19:26:38
7/13/2020,04:36:15,19:26:06
7/14/2020,04:37:01,19:25:32
7/15/2020,04:37:48,19:24:56
7/16/2020,04:38:36,19:24:18
7/17/2020,04:39:25,19:23:38
7/18/2020,04:40:14,19:22:57
7/19/2020,04:41:05,19:22:13
7/20/2020,04:41:56,19:21:28
7/21/2020,04:42:47,19:20:40
7/22/2020,04:43:40,19:19:51
7/23/2020,04:44:33,19:19:01
7/24/2020,04:45:27,19:18:08
7/25/2020,04:46:21,19:17:14
7/26/2020,04:47:16,19:16:18
7/27/2020,04:48:11,19:15:21
7/28/2020,04:49:06,19:14:21
7/29/2020,04:50:03,19:13:21
7/30/2020,04:50:59,19:12:18
7/31/2020,04:51:56,19:11:14
8/1/2020,04:52:53,19:10:09
8/2/2020,04:53:50,19:09:02
8/3/2020,04:54:48,19:07:54
8/4/2020,04:55:46,19:06:44
8/5/2020,04:56:44,19:05:33
8/6/2020,04:57:42,19:04:20
8/7/2020,04:58:41,19:03:06
8/8/2020,04:59:39,19:01:51
8/9/2020,05:00:38,19:00:35
8/10/2020,05:01:37,18:59:17
8/11/2020,05:02:36,18:57:58
8/12/2020,05:03:35,18:56:38
8/13/2020,05:04:34,18:55:17
8/14/2020,05:05:33,18:53:55
8/15/2020,05:06:32,18:52:32
8/16/2020,05:07:32,18:51:07
8/17/2020,05:08:31,18:49:42
8/18/2020,05:09:30,18:48:15
8/19/2020,05:10:29,18:46:48
8/20/2020,05:11:28,18:45:20
8/21/2020,05:12:27,18:43:51
8/22/2020,05:13:26,18:42:21
8/23/2020,05:14:25,18:40:50
8/24/2020,05:15:24,18:39:18
8/25/2020,05:16:23,18:37:46
8/26/2020,05:17:22,18:36:13
8/27/2020,05:18:21,18:34:39
8/28/2020,05:19:20,18:33:05
8/29/2020,05:20:19,18:31:30
8/30/2020,05:21:18,18:29:54
8/31/2020,05:22:16,18:28:18
9/1/2020,05:23:15,18:26:41
9/2/2020,05:24:13,18:25:04
9/3/2020,05:25:12,18:23:26
9/4/2020,05:26:11,18:21:48
9/5/2020,05:27:09,18:20:09
9/6/2020,05:28:08,18:18:30
9/7/2020,05:29:06,18:16:51
9/8/2020,05:30:05,18:15:11
9/9/2020,05:31:03,18:13:31
9/10/2020,05:32:02,18:11:50
9/11/2020,05:33:00,18:10:10
9/12/2020,05:33:59,18:08:29
9/13/2020,05:34:57,18:06:48
9/14/2020,05:35:56,18:05:07
9/15/2020,05:36:55,18:03:25
9/16/2020,05:37:53,18:01:44
9/17/2020,05:38:52,18:00:02
9/18/2020,05:39:51,17:58:21
9/19/2020,05:40:50,17:56:39
9/20/2020,05:41:49,17:54:58
9/21/2020,05:42:48,17:53:16
9/22/2020,05:43:47,17:51:35
9/23/2020,05:44:47,17:49:53
9/24/2020,05:45:47,17:48:12
9/25/2020,05:46:46,17:46:31
9/26/2020,05:47:46,17:44:50
9/27/2020,05:48:46,17:43:09
9/28/2020,05:49:47,17:41:29
9/29/2020,05:50:47,17:39:49
9/30/2020,05:51:48,17:38:09
10/1/2020,05:52:49,17:36:29
10/2/2020,05:53:50,17:34:50
10/3/2020,05:54:51,17:33:12
10/4/2020,05:55:53,17:31:33
10/5/2020,05:56:55,17:29:55
10/6/2020,05:57:57,17:28:18
10/7/2020,05:58:59,17:26:41
10/8/2020,06:00:02,17:25:05
10/9/2020,06:01:05,17:23:29
10/10/2020,06:02:09,17:21:54
10/11/2020,06:03:12,17:20:20
10/12/2020,06:04:16,17:18:46
10/13/2020,06:05:20,17:17:13
10/14/2020,06:06:25,17:15:41
10/15/2020,06:07:30,17:14:10
10/16/2020,06:08:35,17:12:39
10/17/2020,06:09:41,17:11:09
10/18/2020,06:10:47,17:09:41
10/19/2020,06:11:53,17:08:13
10/20/2020,06:12:59,17:06:46
10/21/2020,06:14:06,17:05:20
10/22/2020,06:15:14,17:03:55
10/23/2020,06:16:21,17:02:31
10/24/2020,06:17:29,17:01:09
10/25/2020,06:18:37,16:59:47
10/26/2020,06:19:46,16:58:27
10/27/2020,06:20:55,16:57:08
10/28/2020,06:22:04,16:55:50
10/29/2020,06:23:13,16:54:33
10/30/2020,06:24:23,16:53:18
10/31/2020,06:25:32,16:52:04
11/1/2020,06:26:42,16:50:52
11/2/2020,06:27:53,16:49:41
11/3/2020,06:29:03,16:48:31
11/4/2020,06:30:14,16:47:23
11/5/2020,06:31:25,16:46:17
11/6/2020,06:32:36,16:45:12
11/7/2020,06:33:47,16:44:09
11/8/2020,06:34:58,16:43:07
11/9/2020,06:36:09,16:42:07
11/10/2020,06:37:20,16:41:09
11/11/2020,06:38:31,16:40:12
11/12/2020,06:39:42,16:39:18
11/13/2020,06:40:53,16:38:25
11/14/2020,06:42:04,16:37:34
11/15/2020,06:43:14,16:36:45
11/16/2020,06:44:25,16:35:58
11/17/2020,06:45:35,16:35:12
11/18/2020,06:46:45,16:34:29
11/19/2020,06:47:54,16:33:48
11/20/2020,06:49:03,16:33:09
11/21/2020,06:50:12,16:32:32
11/22/2020,06:51:20,16:31:57
11/23/2020,06:52:28,16:31:24
11/24/2020,06:53:35,16:30:53
11/25/2020,06:54:41,16:30:24
11/26/2020,06:55:47,16:29:58
11/27/2020,06:56:52,16:29:34
11/28/2020,06:57:56,16:29:11
11/29/2020,06:58:59,16:28:52
11/30/2020,07:00:01,16:28:34
12/1/2020,07:01:03,16:28:19
12/2/2020,07:02:03,16:28:06
12/3/2020,07:03:02,16:27:55
12/4/2020,07:04:00,16:27:47
12/5/2020,07:04:57,16:27:41
12/6/2020,07:05:53,16:27:37
12/7/2020,07:06:47,16:27:35
12/8/2020,07:07:40,16:27:36
12/9/2020,07:08:32,16:27:39
12/10/2020,07:09:22,16:27:45
12/11/2020,07:10:10,16:27:52
12/12/2020,07:10:57,16:28:02
12/13/2020,07:11:42,16:28:15
12/14/2020,07:12:26,16:28:29
12/15/2020,07:13:08,16:28:46
12/16/2020,07:13:48,16:29:05
12/17/2020,07:14:26,16:29:26
12/18/2020,07:15:02,16:29:49
12/19/2020,07:15:37,16:30:15
12/20/2020,07:16:09,16:30:42
12/21/2020,07:16:40,16:31:12
12/22/2020,07:17:09,16:31:44
12/23/2020,07:17:35,16:32:18
12/24/2020,07:17:59,16:32:53
12/25/2020,07:18:22,16:33:31
12/26/2020,07:18:42,16:34:11
12/27/2020,07:19:00,16:34:52
12/28/2020,07:19:16,16:35:36
12/29/2020,07:19:29,16:36:21
12/30/2020,07:19:41,16:37:07
12/31/2020,07:19:50,16:37:56
